AST,Age,BLK,DRB,FGA,FGM,FGP,FTA,FTM,FTP,Games,GamesStarted,MinutesPlayed,Name,ORB,PF,PTS,Pos,STL,TOV,TRB,Team,ThreePA,ThreePM,ThreePP,TwoPA,TwoPM,TwoPP,eFGP
0.7,24,0.5,2.5,4.4,2.3,.528,2.3,1.3,.593,24,0,16.9,Anžejs Pasečņiks,1.6,2.7,6.0,C,0.3,0.9,4.1,WAS,0.1,0.0,.000,4.3,2.3,.538,.528
0.6,30,0.1,1.8,3.7,1.5,.404,0.7,0.5,.794,51,18,11.9,Patrick Patterson,0.6,0.8,4.6,PF,0.1,0.4,2.4,LAC,2.8,1.1,.387,0.9,0.4,.457,.551
0.4,22,0.0,0.8,2.0,0.8,.400,0.0,0.0,,5,0,4.8,Justin Patton,0.2,0.8,1.8,C,0.0,0.4,1.0,OKC,0.8,0.2,.250,1.2,0.6,.500,.450
6.8,34,0.1,4.6,12.8,6.3,.489,4.0,3.6,.900,63,63,31.8,Chris Paul,0.3,2.2,17.7,PG,1.6,2.2,4.9,OKC,4.4,1.6,.362,8.3,4.7,.557,.552
7.2,25,0.4,3.6,9.8,4.3,.439,1.9,1.1,.570,45,36,27.7,Elfrid Payton,1.2,2.0,10.0,PG,1.6,2.1,4.7,NYK,1.5,0.3,.203,8.2,4.0,.482,.455
1.7,27,0.2,1.9,4.0,1.7,.414,0.3,0.1,.500,29,17,14.9,Gary Payton II,0.9,1.9,3.9,PG,1.1,0.7,2.8,WAS,1.6,0.4,.283,2.4,1.2,.500,.470
0.4,26,1.3,2.2,1.8,0.9,.514,0.6,0.3,.500,20,0,8.9,Norvel Pelle,0.8,2.0,2.1,C,0.1,0.7,3.0,PHI,0.0,0.0,,1.8,0.9,.514,.514
1.7,24,0.1,1.3,4.7,1.4,.290,0.5,0.5,.938,33,0,11.1,Theo Pinson,0.3,1.1,3.6,SG,0.5,1.0,1.6,BRK,2.4,0.5,.188,2.3,0.9,.400,.339
2.4,29,0.6,3.6,4.7,2.9,.617,2.6,1.4,.536,53,1,17.0,Mason Plumlee,1.7,2.4,7.2,C,0.5,1.4,5.3,DEN,0.1,0.0,.000,4.6,2.9,.627,.617
1.8,24,1.4,3.6,3.8,2.3,.619,1.3,0.6,.486,58,10,16.6,Jakob Poeltl,1.8,1.7,5.3,C,0.5,0.8,5.3,SAS,0.0,0.0,,3.8,2.3,.619,.619
0.3,26,0.3,1.1,1.6,0.8,.485,0.3,0.3,.857,21,0,5.4,Vincent Poirier,0.5,1.1,1.9,C,0.1,0.3,1.6,BOS,0.1,0.0,.500,1.5,0.7,.484,.500
0.5,21,0.3,0.3,1.3,0.8,.600,0.5,0.5,1.000,4,0,2.8,Shamorie Ponds,0.0,0.5,2.3,PG,0.0,0.0,0.3,TOR,0.5,0.3,.500,0.8,0.5,.667,.700
2.4,20,0.2,1.9,8.8,2.9,.333,2.1,1.7,.798,57,14,22.4,Jordan Poole,0.2,1.6,8.8,SG,0.6,1.3,2.1,GSW,4.6,1.3,.279,4.2,1.6,.392,.406
2.2,19,0.3,2.8,8.4,3.7,.442,2.0,1.5,.723,50,3,23.2,Kevin Porter Jr.,0.4,2.7,10.0,SF,0.9,1.9,3.2,CLE,3.2,1.1,.335,5.3,2.7,.506,.505
0.7,21,0.4,3.0,5.9,2.9,.495,0.9,0.7,.767,48,1,14.0,Michael Porter Jr.,1.1,1.6,7.5,PF,0.4,0.7,4.1,DEN,2.1,0.9,.422,3.8,2.0,.536,.570
1.8,26,0.4,2.5,10.0,4.4,.443,1.9,1.4,.704,14,9,23.6,Otto Porter,0.9,2.2,11.9,SF,1.1,0.8,3.4,CHI,4.4,1.7,.387,5.6,2.7,.487,.529
1.5,24,0.3,3.9,8.9,4.0,.450,1.4,1.1,.763,66,5,21.1,Bobby Portis,1.2,1.7,10.1,C,0.5,1.1,5.1,NYK,2.8,1.0,.358,6.1,3.0,.493,.507
1.7,24,2.1,7.7,15.8,6.6,.420,4.5,3.5,.776,51,51,31.3,Kristaps Porziņģis,1.7,3.1,19.2,PF,0.7,1.6,9.5,DAL,7.1,2.5,.349,8.8,4.2,.477,.498
1.5,28,0.6,3.8,5.7,3.7,.638,2.8,1.9,.667,40,37,26.5,Dwight Powell,1.9,2.6,9.4,C,0.9,0.9,5.7,DAL,1.0,0.3,.256,4.8,3.4,.716,.659
1.8,26,0.4,3.1,11.7,5.9,.502,3.0,2.5,.838,44,23,28.8,Norman Powell,0.5,2.1,16.4,SG,1.3,1.5,3.7,TOR,5.4,2.1,.398,6.4,3.8,.589,.593
1.7,26,0.0,0.7,1.3,0.0,.000,2.0,1.7,.833,3,0,13.3,Chasson Randle,0.0,1.0,1.7,PG,0.7,0.0,0.7,GSW,0.7,0.0,.000,0.7,0.0,.000,.000
3.1,25,0.3,7.4,15.7,7.2,.460,5.5,4.0,.733,64,64,32.5,Julius Randle,2.4,2.8,19.5,PF,0.8,3.0,9.7,NYK,3.6,1.0,.277,12.1,6.2,.515,.492
0.0,22,0.0,0.0,0.5,0.0,.000,0.0,0.0,,2,0,0.5,Josh Reaves,0.0,0.0,0.0,SG,0.0,0.0,0.0,DAL,0.0,0.0,,0.5,0.0,.000,.000
1.5,20,0.5,3.1,9.6,3.7,.384,2.2,1.7,.802,58,34,26.7,Cam Reddish,0.6,2.3,10.5,SF,1.1,1.7,3.7,ATL,4.3,1.4,.332,5.2,2.2,.428,.459
2.0,35,0.2,2.4,10.3,4.6,.450,3.0,2.7,.902,54,35,26.4,J.J. Redick,0.2,1.6,14.9,SG,0.4,1.2,2.6,NOP,6.4,2.9,.452,3.9,1.8,.446,.590
1.2,20,0.7,3.0,8.1,3.3,.412,1.8,1.2,.698,30,11,16.5,Naz Reid,1.1,2.8,9.0,C,0.6,0.7,4.1,MIN,3.2,1.1,.330,4.9,2.3,.466,.477
3.1,26,0.7,2.6,12.0,5.1,.429,2.7,2.1,.789,48,46,30.7,Josh Richardson,0.8,2.5,13.8,SG,0.9,1.9,3.4,PHI,4.5,1.5,.327,7.5,3.7,.489,.490
1.6,27,0.2,2.0,7.2,3.0,.421,1.5,1.0,.667,60,4,23.4,Austin Rivers,0.4,1.9,8.5,SG,0.7,0.6,2.4,HOU,3.9,1.4,.358,3.3,1.7,.495,.517
1.4,25,0.2,3.1,9.4,4.4,.467,0.8,0.7,.906,65,60,30.0,Duncan Robinson,0.1,2.8,13.3,SF,0.5,0.9,3.3,MIA,8.4,3.7,.448,1.1,0.7,.614,.665
1.6,26,0.3,3.0,9.6,4.7,.486,1.4,1.2,.867,60,52,29.1,Glenn Robinson III,1.3,1.6,11.8,SF,0.9,0.9,4.3,,3.2,1.2,.387,6.5,3.5,.535,.550
1.2,22,0.3,1.8,3.9,1.4,.347,0.5,0.4,.690,55,4,13.6,Jerome Robinson,0.2,1.5,3.7,SG,0.4,0.6,1.9,,1.9,0.6,.298,2.0,0.8,.393,.419
0.8,22,0.1,0.4,1.3,0.6,.417,0.0,0.0,,9,0,5.4,Justin Robinson,0.1,0.2,1.4,PG,0.0,0.3,0.6,WAS,0.6,0.3,.600,0.8,0.2,.286,.542
0.6,21,2.0,4.0,5.6,4.1,.742,2.4,1.4,.568,61,7,23.1,Mitchell Robinson,3.0,3.2,9.7,C,0.9,0.6,7.0,NYK,0.0,0.0,,5.6,4.1,.742,.742
0.0,21,0.0,0.7,0.3,0.0,.000,0.0,0.0,,3,0,3.7,Isaiah Roby,0.0,0.3,0.0,SF,0.0,0.3,0.7,OKC,0.0,0.0,,0.3,0.0,.000,.000
5.0,33,0.0,2.5,6.8,2.9,.418,0.9,0.6,.659,48,3,20.5,Rajon Rondo,0.5,1.2,7.1,PG,0.8,1.9,3.0,LAL,2.6,0.9,.328,4.2,2.0,.473,.480
5.6,31,0.3,1.9,15.1,7.4,.490,2.8,2.4,.871,50,15,26.0,Derrick Rose,0.5,1.0,18.1,PG,0.8,2.5,2.4,DET,2.9,0.9,.306,12.1,6.5,.535,.520
1.2,28,0.3,3.0,12.3,5.0,.407,2.6,2.2,.845,63,0,27.3,Terrence Ross,0.2,1.5,14.8,SG,1.1,1.0,3.2,ORL,7.2,2.6,.357,5.1,2.4,.477,.511
4.1,25,0.2,3.6,14.9,6.3,.423,3.0,2.6,.874,63,63,34.3,Terry Rozier,0.8,2.0,18.0,PG,1.0,2.2,4.4,CHO,6.7,2.7,.407,8.2,3.6,.436,.514
8.9,29,0.2,3.9,10.7,4.4,.412,3.6,3.1,.853,57,57,31.6,Ricky Rubio,0.7,2.5,13.1,PG,1.5,2.7,4.6,PHO,3.3,1.2,.351,7.4,3.3,.440,.466
6.3,23,0.3,3.6,18.8,8.0,.426,4.4,3.6,.809,45,45,32.3,D'Angelo Russell,0.4,1.9,23.1,PG,1.1,3.3,3.9,,9.6,3.5,.367,9.2,4.5,.487,.519
5.0,23,0.5,9.4,13.7,7.4,.540,4.8,3.5,.723,62,62,34.8,Domantas Sabonis,3.0,3.1,18.5,C,0.8,2.7,12.4,IND,1.1,0.3,.254,12.6,7.1,.565,.550
3.0,20,0.0,2.0,4.0,0.0,.000,0.0,0.0,,1,0,12.0,Luka Šamanić,0.0,0.0,0.0,PF,0.0,0.0,2.0,SAS,2.0,0.0,.000,2.0,0.0,.000,.000
0.3,26,0.3,1.7,3.1,1.8,.593,0.8,0.4,.550,26,10,13.1,JaKarr Sampson,0.6,1.7,4.2,SF,0.3,0.3,2.3,IND,0.5,0.1,.154,2.6,1.8,.676,.605
1.9,25,0.3,4.4,8.1,3.7,.462,1.6,1.4,.832,58,50,24.8,Dario Šarić,1.5,2.3,10.1,PF,0.6,1.2,5.9,PHO,3.7,1.3,.341,4.4,2.5,.563,.539
5.4,28,0.1,2.7,8.5,3.6,.430,1.9,1.6,.876,65,64,28.9,Tomáš Satoranský,1.2,2.1,9.9,PG,1.2,2.0,3.9,CHI,3.1,1.0,.322,5.4,2.7,.491,.488
0.5,22,0.1,1.0,2.8,1.1,.400,0.5,0.3,.692,27,2,10.9,Admiral Schofield,0.2,1.5,3.1,SF,0.3,0.3,1.3,WAS,1.7,0.5,.298,1.0,0.6,.571,.493
4.1,26,0.2,3.4,15.0,7.0,.468,3.7,3.1,.839,63,1,31.0,Dennis Schröder,0.3,2.2,19.0,PG,0.7,2.5,3.7,OKC,5.1,1.9,.381,9.9,5.1,.512,.532
0.8,31,0.1,2.7,5.1,2.1,.408,0.5,0.4,.833,63,10,17.8,Mike Scott,0.9,1.3,5.7,PF,0.3,0.4,3.6,PHI,3.2,1.2,.358,1.8,0.9,.496,.522
0.6,35,0.3,1.8,2.2,0.9,.407,0.2,0.1,.375,41,0,10.6,Thabo Sefolosha,0.5,1.0,2.2,PF,0.6,0.4,2.3,HOU,1.3,0.4,.278,0.9,0.5,.595,.489
3.0,21,0.1,2.2,16.7,7.9,.472,4.1,3.5,.846,65,65,33.0,Collin Sexton,0.9,2.2,20.8,SG,1.0,2.4,3.1,CLE,3.9,1.5,.380,12.8,6.4,.501,.517
1.9,22,0.2,1.8,7.5,3.1,.416,1.3,1.2,.905,47,27,27.5,Landry Shamet,0.1,2.8,9.7,SG,0.4,0.8,1.9,LAC,5.7,2.2,.392,1.8,0.9,.494,.566
0.5,24,0.0,1.5,2.5,0.5,.200,0.0,0.0,,2,0,5.0,Marial Shayok,0.0,0.0,1.5,SG,0.0,0.5,1.5,PHI,1.5,0.5,.333,1.0,0.0,.000,.300
0.9,29,0.2,1.9,4.9,1.6,.328,0.5,0.3,.571,13,0,18.5,Iman Shumpert,0.7,1.6,4.2,SG,0.9,0.8,2.6,BRK,2.5,0.6,.242,2.4,1.0,.419,.391
3.6,25,0.9,6.5,18.9,8.7,.459,5.2,4.2,.800,53,53,35.5,Pascal Siakam,1.1,2.8,23.6,PF,1.0,2.5,7.5,TOR,6.0,2.2,.359,12.8,6.5,.506,.517
0.5,23,0.4,1.3,1.7,1.0,.623,1.2,0.8,.694,41,0,7.5,Chris Silva,1.3,2.0,2.9,PF,0.2,0.8,2.7,MIA,0.0,0.0,.000,1.6,1.0,.642,.623
8.2,23,0.6,5.8,11.4,6.7,.585,5.3,3.3,.627,54,54,35.7,Ben Simmons,2.0,3.2,16.7,PG,2.1,3.6,7.8,PHI,0.1,0.0,.333,11.3,6.6,.588,.587
1.5,20,0.2,1.9,8.1,3.2,.402,1.4,1.2,.826,65,4,21.5,Anfernee Simons,0.4,2.0,8.8,SG,0.4,0.9,2.3,POR,3.4,1.1,.338,4.7,2.1,.448,.472
0.9,19,0.3,1.2,2.9,1.4,.500,1.4,1.1,.842,14,0,9.9,Alen Smailagić,0.7,1.0,4.2,PF,0.2,0.8,1.9,GSW,0.9,0.2,.231,1.9,1.2,.630,.538
4.8,25,0.5,3.1,11.9,4.5,.380,2.4,2.0,.835,53,39,32.5,Marcus Smart,0.8,2.7,13.5,SG,1.6,1.7,3.8,BOS,6.9,2.4,.348,5.0,2.1,.424,.481
2.9,22,0.2,1.7,6.2,2.1,.341,1.6,0.8,.509,34,3,15.8,Dennis Smith Jr.,0.6,1.9,5.5,PG,0.8,1.7,2.3,NYK,1.6,0.5,.296,4.6,1.6,.357,.379
4.8,31,0.4,2.7,9.7,4.4,.451,1.2,0.8,.686,60,19,26.2,Ish Smith,0.5,1.4,10.5,PG,0.9,1.3,3.2,WAS,2.5,0.9,.367,7.2,3.5,.480,.498
0.3,20,0.0,0.3,1.6,0.4,.273,0.6,0.3,.500,7,0,4.6,Zhaire Smith,0.0,0.6,1.1,SG,0.4,0.3,0.3,PHI,0.4,0.0,.000,1.1,0.4,.375,.273
2.2,28,0.3,1.7,6.5,2.9,.445,0.5,0.5,1.000,59,57,27.8,Tony Snell,0.2,1.7,8.0,SF,0.5,0.5,1.9,DET,4.3,1.7,.402,2.2,1.2,.531,.579
1.0,22,0.5,2.9,6.0,2.6,.431,1.9,1.5,.793,49,3,18.1,Omari Spellman,1.6,1.3,7.6,PF,0.7,1.1,4.5,GSW,2.2,0.9,.391,3.8,1.7,.454,.503
0.0,23,0.0,0.0,1.5,1.0,.667,0.5,0.5,1.000,2,0,3.0,Max Strus,0.5,0.5,2.5,SG,0.0,0.0,0.5,CHI,0.5,0.0,.000,1.0,1.0,1.000,.667
1.6,24,0.3,1.1,4.4,1.9,.423,0.6,0.4,.667,25,2,13.8,Edmond Sumner,0.4,1.4,4.6,PG,0.6,0.8,1.5,IND,1.5,0.4,.263,2.9,1.5,.507,.468
1.1,22,0.3,2.7,1.7,1.0,.596,0.6,0.3,.529,27,1,10.7,Caleb Swanigan,1.0,2.3,2.4,PF,0.1,1.4,3.7,,0.1,0.0,.000,1.7,1.0,.622,.596
2.9,21,0.9,6.1,18.9,8.5,.448,4.7,3.8,.806,59,59,34.6,Jayson Tatum,1.0,2.1,23.6,PF,1.4,2.2,7.1,BOS,7.1,2.8,.398,11.7,5.6,.479,.523
5.2,31,0.3,1.9,8.3,3.6,.436,3.3,2.9,.873,59,17,24.8,Jeff Teague,0.5,1.8,10.9,PG,0.7,2.0,2.4,,2.0,0.7,.368,6.3,2.9,.457,.480
2.6,33,0.5,2.9,9.5,3.6,.378,1.3,1.0,.767,55,31,28.1,Garrett Temple,0.5,1.7,10.3,SG,0.8,1.0,3.5,BRK,6.3,2.0,.324,3.2,1.6,.483,.485
1.6,27,1.3,4.3,6.6,3.7,.565,1.8,1.4,.764,58,57,23.8,Daniel Theis,2.2,3.5,9.3,C,0.6,0.8,6.6,BOS,1.4,0.4,.321,5.2,3.3,.631,.599
3.7,30,0.2,1.4,10.7,4.4,.408,1.9,1.6,.816,40,37,23.1,Isaiah Thomas,0.3,1.9,12.2,PG,0.3,1.9,1.7,WAS,4.7,2.0,.413,5.9,2.4,.405,.500
0.4,23,0.0,0.0,2.1,0.6,.294,0.5,0.3,.500,8,0,7.6,Khyri Thomas,0.1,1.1,2.1,SG,0.4,0.4,0.1,DET,1.8,0.6,.357,0.4,0.0,.000,.441
0.5,25,0.0,1.2,3.4,1.6,.486,0.3,0.2,.700,33,0,9.7,Matt Thomas,0.2,0.9,4.5,SG,0.2,0.4,1.5,TOR,2.3,1.1,.467,1.1,0.6,.528,.644
2.1,28,0.9,6.2,9.9,5.1,.512,2.8,1.7,.615,57,51,30.2,Tristan Thompson,4.0,2.2,12.0,C,0.6,1.8,10.1,CLE,0.4,0.2,.391,9.5,4.9,.518,.520
1.2,22,0.7,0.9,4.1,1.7,.410,0.7,0.4,.610,57,13,19.5,Matisse Thybulle,0.6,2.1,4.7,SG,1.4,0.8,1.5,PHI,2.5,0.9,.352,1.6,0.8,.500,.517
0.7,34,0.2,2.2,3.3,1.1,.348,0.5,0.4,.720,47,9,15.6,Anthony Tolliver,0.6,1.4,3.5,PF,0.3,0.6,2.8,,2.6,0.8,.322,0.7,0.3,.441,.474
2.0,26,0.4,3.3,4.8,2.2,.460,0.4,0.2,.600,13,6,20.9,Juan Toscano-Anderson,0.7,2.3,5.3,SF,1.0,1.2,4.0,GSW,1.8,0.6,.348,3.1,1.6,.525,.524
4.4,24,1.2,8.1,17.8,9.0,.508,6.5,5.1,.796,35,35,33.9,Karl-Anthony Towns,2.7,3.3,26.5,C,0.9,3.1,10.8,MIN,7.9,3.3,.412,9.9,5.8,.586,.600
0.9,21,0.2,1.3,6.6,2.8,.426,0.7,0.6,.833,53,8,20.0,Gary Trent Jr.,0.4,1.3,7.7,SG,0.7,0.4,1.7,POR,3.8,1.5,.388,2.8,1.3,.477,.537
1.2,24,0.2,1.0,4.4,2.1,.481,1.8,1.4,.791,24,1,12.1,Allonzo Trier,0.3,1.2,6.5,PG,0.1,0.9,1.2,NYK,2.2,0.8,.358,2.2,1.3,.604,.571
1.6,34,0.5,5.3,5.8,2.5,.433,0.7,0.6,.841,64,64,34.4,P.J. Tucker,1.6,3.3,7.1,PF,1.1,1.0,6.9,HOU,4.0,1.5,.370,1.8,1.0,.573,.560
0.1,22,0.0,0.8,1.4,0.6,.421,0.4,0.2,.600,14,0,5.6,Rayjon Tucker,0.1,0.5,1.4,SG,0.1,0.2,0.9,UTA,0.4,0.0,.000,0.9,0.6,.615,.421
2.0,31,0.4,1.6,3.5,1.3,.373,0.7,0.6,.857,19,0,13.2,Evan Turner,0.4,1.1,3.3,PG,0.5,1.4,2.0,ATL,0.3,0.0,.000,3.3,1.3,.403,.373
1.1,23,2.2,5.3,9.4,4.2,.451,2.6,2.0,.750,55,55,29.6,Myles Turner,1.3,2.5,11.8,C,0.8,1.2,6.5,IND,4.2,1.4,.336,5.2,2.8,.542,.525
0.0,26,0.0,0.0,1.8,0.3,.143,0.5,0.5,1.000,4,0,3.5,Jarrod Uthoff,0.3,0.3,1.0,SF,0.3,0.0,0.3,MEM,1.0,0.0,.000,0.8,0.3,.333,.143
1.8,27,1.1,8.2,10.6,6.2,.586,2.7,2.0,.732,62,62,26.3,Jonas Valančiūnas,3.1,2.6,14.9,C,0.4,1.7,11.2,MEM,1.3,0.5,.367,9.3,5.7,.616,.608
1.2,26,0.2,1.8,6.6,2.7,.409,0.2,0.2,.750,36,5,13.6,Denzel Valentine,0.3,1.4,6.8,SF,0.7,0.7,2.1,CHI,3.8,1.3,.336,2.8,1.4,.510,.506
0.2,20,0.1,0.5,0.7,0.5,.625,0.2,0.2,1.000,11,0,4.2,Jarred Vanderbilt,0.3,0.5,1.1,SF-PF,0.3,0.6,0.8,,0.1,0.0,.000,0.6,0.5,.714,.625
6.6,25,0.3,3.4,14.6,6.0,.409,3.5,2.9,.843,48,48,35.8,Fred VanVleet,0.4,2.5,17.6,PG,1.9,2.3,3.8,TOR,7.0,2.7,.388,7.6,3.3,.430,.503
0.5,23,0.0,0.5,3.2,0.7,.211,0.0,0.0,,6,0,7.0,Gabe Vincent,0.0,0.3,2.0,PG,0.2,0.0,0.5,MIA,2.7,0.7,.250,0.5,0.0,.000,.316
0.8,24,0.2,2.6,2.7,1.5,.562,0.9,0.7,.800,33,1,11.0,Noah Vonleh,1.1,1.2,3.8,C-PF,0.3,0.6,3.7,,0.5,0.1,.200,2.2,1.4,.635,.579
3.7,29,0.9,8.6,16.9,7.9,.470,2.7,2.1,.781,54,54,32.6,Nikola Vučević,2.4,2.2,19.5,C,0.9,1.4,11.0,ORL,4.6,1.5,.329,12.2,6.4,.523,.515
0.2,23,0.3,1.3,1.1,0.8,.692,0.1,0.0,.000,12,0,5.9,Dean Wade,0.3,0.7,1.7,PF,0.2,0.3,1.6,CLE,0.3,0.2,.500,0.8,0.6,.778,.769
1.3,22,0.5,3.8,6.2,3.5,.575,2.2,1.8,.817,37,5,19.1,Moritz Wagner,1.4,3.6,9.5,C,0.6,1.5,5.2,WAS,1.8,0.6,.343,4.4,2.9,.671,.625
1.0,28,0.7,3.7,8.7,3.3,.385,0.3,0.0,.000,3,0,14.0,Dion Waiters,0.0,1.7,9.3,SG,0.0,1.0,3.7,MIA,5.7,2.7,.471,3.0,0.7,.222,.538
4.9,29,0.5,3.4,16.6,7.0,.421,4.5,3.9,.867,50,50,31.8,Kemba Walker,0.7,1.5,21.2,PG,0.9,2.1,4.1,BOS,8.8,3.3,.377,7.9,3.7,.470,.520
0.9,21,0.2,1.8,5.0,2.2,.434,1.0,0.7,.717,53,4,14.5,Lonnie Walker,0.4,1.3,5.6,SG,0.5,0.6,2.2,SAS,1.3,0.5,.408,3.7,1.6,.444,.489
0.9,25,0.1,1.4,3.1,1.0,.318,1.2,0.8,.647,14,0,11.4,Tyrone Wallace,0.2,1.4,2.9,SG,0.5,0.7,1.6,ATL,1.1,0.1,.067,2.1,0.9,.448,.330
1.8,25,0.4,5.2,11.5,4.3,.376,1.4,1.1,.798,64,61,29.0,Taurean Prince,0.8,2.5,12.1,SF,0.9,2.0,6.0,BRK,6.7,2.3,.339,4.8,2.1,.429,.475
1.0,24,0.0,0.5,1.5,0.7,.462,0.3,0.3,.778,26,1,9.5,Derrick Walton,0.1,0.8,2.0,PG,0.3,0.2,0.6,,0.9,0.4,.417,0.6,0.3,.533,.590
2.5,30,0.2,1.7,5.0,2.2,.428,1.8,1.7,.931,63,1,19.3,Brad Wanamaker,0.3,1.9,6.6,PG,0.8,1.1,2.0,BOS,1.4,0.5,.367,3.6,1.6,.452,.480
1.4,26,0.4,3.0,14.2,7.5,.529,3.0,2.5,.812,61,61,32.5,T.J. Warren,1.0,2.8,18.7,SF,1.1,1.3,4.0,IND,3.0,1.1,.375,11.2,6.4,.571,.569
2.1,21,0.8,4.4,10.2,4.6,.455,2.3,1.5,.647,58,57,30.3,P.J. Washington,1.0,2.7,12.2,PF,0.9,1.6,5.4,CHO,4.0,1.5,.374,6.2,3.1,.507,.528
0.3,25,0.1,0.7,1.8,0.8,.414,0.5,0.2,.375,16,0,6.2,Yuta Watanabe,0.4,0.6,1.9,SG,0.3,0.1,1.1,MEM,0.5,0.2,.375,1.3,0.6,.429,.466
1.2,22,0.2,0.9,3.5,1.2,.343,0.6,0.6,1.000,10,0,8.9,Tremont Waters,0.0,1.1,3.3,PG,0.5,1.0,0.9,BOS,1.7,0.3,.176,1.8,0.9,.500,.386
1.0,25,0.2,0.8,1.6,0.0,.000,0.4,0.2,.500,5,0,5.0,Paul Watson,0.0,0.2,0.2,SF-SG,0.2,0.0,0.8,,0.8,0.0,.000,0.8,0.0,.000,.000
0.3,23,0.0,0.3,1.0,0.0,.000,0.0,0.0,,3,0,5.0,Quinndary Weatherspoon,0.0,0.0,0.0,SG,0.0,0.0,0.3,SAS,0.3,0.0,.000,0.7,0.0,.000,.000
7.0,31,0.3,6.3,22.6,10.7,.474,6.5,5.1,.777,53,53,35.9,Russell Westbrook,1.8,3.5,27.5,PG,1.7,4.5,8.0,HOU,3.8,1.0,.254,18.8,9.8,.518,.495
2.7,19,0.1,3.1,12.2,4.8,.394,2.0,1.6,.791,65,1,25.8,Coby White,0.4,1.8,13.2,SG,0.8,1.7,3.5,CHI,5.8,2.0,.354,6.4,2.8,.430,.478
3.4,25,0.9,2.7,7.6,3.5,.459,2.9,2.5,.857,61,13,24.1,Derrick White,0.5,2.2,10.4,SG,0.6,1.2,3.2,SAS,2.6,0.9,.356,5.0,2.6,.513,.520
1.2,30,3.1,10.2,11.1,6.9,.618,3.7,2.5,.680,61,61,31.3,Hassan Whiteside,4.0,2.9,16.3,C,0.4,1.9,14.2,POR,0.1,0.1,.571,11.0,6.8,.619,.621
3.7,24,1.0,3.9,18.1,8.1,.447,5.0,3.5,.709,54,54,34.4,Andrew Wiggins,1.2,2.4,21.8,SF-SG,0.8,2.4,5.1,,6.2,2.1,.332,11.9,6.0,.506,.504
1.0,21,0.5,1.7,3.1,1.3,.417,0.8,0.6,.725,62,5,15.6,Grant Williams,0.9,2.4,3.5,PF,0.5,0.7,2.7,BOS,1.4,0.3,.247,1.7,1.0,.551,.471
0.5,24,0.5,2.5,2.3,1.5,.640,0.5,0.3,.600,11,5,12.3,Johnathan Williams,1.4,1.0,3.2,C,0.1,0.4,3.9,WAS,0.2,0.0,.000,2.1,1.5,.696,.640
1.5,25,0.6,3.7,4.1,1.4,.343,0.7,0.3,.375,35,18,22.3,Kenrich Williams,1.4,2.3,3.8,PF,0.7,0.6,5.1,NOP,2.7,0.7,.260,1.3,0.7,.511,.430
5.7,33,0.2,2.6,14.7,6.1,.416,5.4,4.6,.863,60,8,29.3,Lou Williams,0.5,1.3,18.7,SG,0.7,2.9,3.1,LAC,4.9,1.8,.363,9.8,4.3,.442,.476
1.1,33,0.5,2.5,4.8,2.1,.442,1.0,0.9,.870,52,1,19.4,Marvin Williams,0.4,1.8,6.1,PF,0.7,0.5,2.8,,2.8,1.0,.361,2.0,1.1,.552,.546
1.0,22,1.2,3.2,2.7,1.8,.677,1.1,0.6,.560,23,1,14.0,Robert Williams,1.5,1.7,4.3,C,0.9,0.9,4.7,BOS,0.0,0.0,,2.7,1.8,.677,.677
0.6,25,0.1,0.3,0.8,0.1,.143,0.2,0.2,1.000,9,0,3.1,Nigel Williams-Goss,0.2,0.2,0.4,PG,0.1,0.2,0.6,UTA,0.2,0.0,.000,0.6,0.1,.200,.143
2.2,19,0.5,3.9,15.4,9.1,.589,8.0,5.2,.645,19,19,29.7,Zion Williamson,2.9,1.7,23.6,PF,0.8,2.7,6.8,NOP,0.7,0.3,.462,14.7,8.7,.595,.599
0.7,23,0.2,1.9,3.3,1.3,.396,0.3,0.2,.667,31,0,9.0,D.J. Wilson,0.3,0.8,3.2,PF,0.1,0.5,2.2,MIL,1.8,0.5,.255,1.5,0.8,.565,.465
4.0,23,0.5,5.2,11.7,4.5,.388,2.5,1.6,.667,11,5,32.0,Justise Winslow,1.5,3.5,11.3,SF,0.6,2.2,6.6,MIA,2.5,0.5,.222,9.3,4.0,.431,.411
1.0,24,0.9,4.6,8.2,4.6,.567,3.9,2.9,.744,62,12,21.4,Christian Wood,1.7,1.6,13.1,PF,0.5,1.4,6.3,DET,2.3,0.9,.386,5.9,3.8,.636,.620
3.4,27,0.3,3.0,5.9,2.8,.470,1.4,1.1,.789,65,5,21.7,Delon Wright,1.0,1.3,7.3,SG,1.2,1.0,4.0,DAL,1.8,0.7,.385,4.1,2.1,.508,.529
0.0,22,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0,2.0,Justin Wright-Foreman,0.0,0.0,0.0,PG,0.0,0.0,0.0,UTA,0.0,0.0,,0.0,0.0,,
1.8,31,0.4,3.5,9.4,4.2,.448,1.1,0.7,.583,64,16,24.9,Thaddeus Young,1.5,2.1,10.3,PF,1.4,1.6,4.9,CHI,3.5,1.2,.356,5.9,3.0,.501,.513
9.3,21,0.1,3.7,20.8,9.1,.437,9.3,8.0,.860,60,60,35.3,Trae Young,0.5,1.7,29.6,PG,1.1,4.8,4.3,ATL,9.5,3.4,.361,11.4,5.7,.501,.519
